,Aracade_Game,Adventure_Game,Game,Proficiency
5588,YES,YES,GAME_1,LEVEL_2
5589,YES,YES,GAME_1,LEVEL_2
5590,YES,YES,GAME_2,LEVEL_2
5591,YES,YES,GAME_1,LEVEL_2
5592,YES,YES,GAME_1,LEVEL_2
5593,YES,YES,GAME_1,LEVEL_2
5594,YES,YES,GAME_1,LEVEL_2
5595,YES,YES,GAME_3,LEVEL_2
5596,YES,YES,GAME_1,LEVEL_2
5597,YES,YES,GAME_1,LEVEL_2
5598,YES,YES,GAME_1,LEVEL_2
5599,YES,YES,GAME_1,LEVEL_2
5600,YES,YES,GAME_1,LEVEL_2
5601,NO,YES,GAME_1,LEVEL_4
5602,YES,YES,GAME_1,LEVEL_2
5603,YES,YES,GAME_1,LEVEL_2
5604,YES,YES,GAME_1,LEVEL_2
5605,YES,YES,GAME_4,LEVEL_2
5606,YES,YES,GAME_1,LEVEL_2
5607,YES,YES,GAME_4,LEVEL_2
5608,YES,YES,GAME_1,LEVEL_2
5609,YES,YES,GAME_1,LEVEL_2
5610,YES,YES,GAME_1,LEVEL_2
5611,YES,YES,GAME_3,LEVEL_2
5612,YES,YES,GAME_1,LEVEL_2
5613,YES,YES,GAME_2,LEVEL_2
5614,YES,YES,GAME_1,LEVEL_2
5615,NO,YES,GAME_2,LEVEL_2
5616,NO,YES,GAME_3,LEVEL_2
5617,NO,YES,GAME_1,LEVEL_4
5618,NO,NO,GAME_1,LEVEL_4
5619,NO,YES,GAME_2,LEVEL_2
5620,NO,YES,GAME_1,LEVEL_4
5621,NO,YES,GAME_1,LEVEL_4
5622,NO,YES,GAME_1,LEVEL_4
5623,NO,YES,GAME_3,LEVEL_2
5624,NO,YES,GAME_1,LEVEL_4
5625,NO,YES,GAME_1,LEVEL_4
5626,NO,YES,GAME_3,LEVEL_2
5627,NO,YES,GAME_1,LEVEL_4
5628,NO,YES,GAME_2,LEVEL_2
5629,YES,YES,GAME_1,LEVEL_2
5630,NO,YES,GAME_3,LEVEL_2
5631,NO,YES,GAME_2,LEVEL_2
5632,YES,YES,GAME_4,LEVEL_2
5633,YES,YES,GAME_2,LEVEL_2
5634,NO,YES,GAME_4,LEVEL_3
5635,NO,YES,GAME_1,LEVEL_4
5636,NO,YES,GAME_1,LEVEL_4
5637,YES,YES,GAME_2,LEVEL_2
5638,YES,YES,GAME_1,LEVEL_2
5639,YES,YES,GAME_1,LEVEL_2
5640,YES,YES,GAME_1,LEVEL_2
5641,NO,YES,GAME_3,LEVEL_2
5642,NO,YES,GAME_2,LEVEL_2
5643,YES,YES,GAME_1,LEVEL_2
5644,YES,YES,GAME_2,LEVEL_2
5645,NO,YES,GAME_1,LEVEL_4
5646,NO,YES,GAME_3,LEVEL_2
5647,YES,YES,GAME_2,LEVEL_2
5648,NO,YES,GAME_1,LEVEL_4
5649,NO,YES,GAME_1,LEVEL_4
5650,NO,YES,GAME_2,LEVEL_2
5651,YES,YES,GAME_1,LEVEL_2
5652,YES,YES,GAME_2,LEVEL_2
5653,NO,YES,GAME_2,LEVEL_2
5654,NO,YES,GAME_2,LEVEL_2
5655,NO,YES,GAME_1,LEVEL_4
5656,NO,YES,GAME_1,LEVEL_4
5657,NO,YES,GAME_1,LEVEL_4
5658,NO,YES,GAME_1,LEVEL_4
5659,NO,YES,GAME_2,LEVEL_2
5660,NO,YES,GAME_2,LEVEL_2
5661,NO,YES,GAME_1,LEVEL_4
5662,NO,YES,GAME_1,LEVEL_4
5663,YES,YES,GAME_1,LEVEL_2
5664,NO,YES,GAME_1,LEVEL_4
5665,NO,YES,GAME_1,LEVEL_4
5666,NO,YES,GAME_1,LEVEL_4
5667,YES,YES,GAME_2,LEVEL_2
5668,YES,YES,GAME_1,LEVEL_2
5669,YES,YES,GAME_2,LEVEL_2
5670,YES,YES,GAME_1,LEVEL_2
5671,NO,YES,GAME_3,LEVEL_2
5672,YES,YES,GAME_4,LEVEL_2
5673,NO,YES,GAME_1,LEVEL_4
5674,NO,YES,GAME_1,LEVEL_4
5675,YES,YES,GAME_3,LEVEL_2
5676,NO,YES,GAME_2,LEVEL_2
5677,YES,YES,GAME_1,LEVEL_2
5678,YES,YES,GAME_2,LEVEL_2
5679,YES,YES,GAME_1,LEVEL_2
5680,NO,YES,GAME_4,LEVEL_3
5681,YES,YES,GAME_1,LEVEL_2
5682,YES,YES,GAME_4,LEVEL_2
5683,YES,YES,GAME_1,LEVEL_2
5684,YES,YES,GAME_1,LEVEL_2
5685,YES,YES,GAME_1,LEVEL_2
5686,YES,YES,GAME_3,LEVEL_2
5687,NO,YES,GAME_4,LEVEL_3
5688,YES,YES,GAME_2,LEVEL_2
5689,NO,YES,GAME_1,LEVEL_4
5690,NO,YES,GAME_4,LEVEL_3
5691,NO,YES,GAME_1,LEVEL_4
5692,NO,YES,GAME_4,LEVEL_3
5693,NO,YES,GAME_3,LEVEL_2
5694,NO,YES,GAME_1,LEVEL_4
5695,NO,YES,GAME_2,LEVEL_2
5696,YES,YES,GAME_1,LEVEL_2
5697,YES,YES,GAME_2,LEVEL_2
5698,YES,YES,GAME_3,LEVEL_2
5699,YES,YES,GAME_4,LEVEL_2
5700,YES,YES,GAME_1,LEVEL_2
5701,NO,YES,GAME_3,LEVEL_2
5702,YES,YES,GAME_1,LEVEL_2
5703,YES,YES,GAME_1,LEVEL_2
5704,NO,YES,GAME_2,LEVEL_2
5705,NO,YES,GAME_3,LEVEL_2
5706,NO,YES,GAME_3,LEVEL_2
5707,NO,YES,GAME_1,LEVEL_4
5708,NO,YES,GAME_1,LEVEL_4
5709,NO,YES,GAME_3,LEVEL_2
5710,NO,YES,GAME_3,LEVEL_2
5711,NO,YES,GAME_1,LEVEL_4
5712,YES,YES,GAME_1,LEVEL_2
5713,YES,YES,GAME_1,LEVEL_2
5714,NO,YES,GAME_2,LEVEL_2
5715,YES,YES,GAME_2,LEVEL_2
5716,YES,YES,GAME_1,LEVEL_2
5717,NO,YES,GAME_1,LEVEL_4
5718,NO,YES,GAME_2,LEVEL_2
5719,YES,YES,GAME_2,LEVEL_2
5720,YES,NO,GAME_3,LEVEL_2
5721,YES,YES,GAME_3,LEVEL_2
5722,NO,YES,GAME_1,LEVEL_4
5723,YES,YES,GAME_2,LEVEL_2
5724,NO,YES,GAME_4,LEVEL_3
5725,NO,YES,GAME_1,LEVEL_4
5726,YES,YES,GAME_1,LEVEL_2
5727,NO,YES,GAME_1,LEVEL_4
5728,NO,YES,GAME_1,LEVEL_4
5729,NO,YES,GAME_3,LEVEL_2
5730,YES,YES,GAME_1,LEVEL_2
5731,NO,YES,GAME_1,LEVEL_4
5732,NO,YES,GAME_1,LEVEL_4
5733,NO,YES,GAME_3,LEVEL_2
5734,NO,YES,GAME_3,LEVEL_2
5735,NO,YES,GAME_3,LEVEL_2
5736,NO,YES,GAME_3,LEVEL_2
5737,NO,YES,GAME_2,LEVEL_2
5738,YES,YES,GAME_1,LEVEL_2
5739,YES,YES,GAME_1,LEVEL_2
5740,YES,YES,GAME_3,LEVEL_2
5741,YES,NO,GAME_3,LEVEL_2
5742,YES,NO,GAME_1,LEVEL_2
5743,YES,YES,GAME_1,LEVEL_2
5744,YES,NO,GAME_1,LEVEL_2
5745,YES,YES,GAME_3,LEVEL_2
5746,YES,YES,GAME_1,LEVEL_2
5747,NO,YES,GAME_4,LEVEL_3
5748,NO,YES,GAME_2,LEVEL_2
5749,NO,YES,GAME_1,LEVEL_4
5750,NO,NO,GAME_1,LEVEL_4
5751,NO,YES,GAME_1,LEVEL_4
5752,NO,YES,GAME_2,LEVEL_2
5753,NO,YES,GAME_2,LEVEL_2
5754,NO,YES,GAME_2,LEVEL_2
5755,NO,YES,GAME_2,LEVEL_2
5756,NO,YES,GAME_1,LEVEL_4
5757,NO,YES,GAME_1,LEVEL_4
5758,NO,YES,GAME_1,LEVEL_4
5759,NO,YES,GAME_1,LEVEL_4
5760,NO,YES,GAME_1,LEVEL_4
5761,NO,YES,GAME_2,LEVEL_2
5762,NO,YES,GAME_3,LEVEL_2
5763,NO,YES,GAME_2,LEVEL_2
5764,NO,YES,GAME_2,LEVEL_2
5765,NO,YES,GAME_2,LEVEL_2
5766,YES,YES,GAME_2,LEVEL_2
5767,NO,YES,GAME_1,LEVEL_4
5768,NO,YES,GAME_3,LEVEL_2
5769,NO,YES,GAME_1,LEVEL_4
5770,NO,YES,GAME_2,LEVEL_2
5771,NO,YES,GAME_1,LEVEL_4
5772,NO,YES,GAME_2,LEVEL_2
5773,NO,YES,GAME_4,LEVEL_3
5774,NO,YES,GAME_3,LEVEL_2
5775,NO,YES,GAME_2,LEVEL_2
5776,NO,YES,GAME_1,LEVEL_4
5777,NO,YES,GAME_3,LEVEL_2
5778,NO,YES,GAME_2,LEVEL_2
5779,NO,YES,GAME_1,LEVEL_4
5780,NO,YES,GAME_1,LEVEL_4
5781,NO,YES,GAME_2,LEVEL_2
5782,NO,YES,GAME_2,LEVEL_2
5783,YES,YES,GAME_3,LEVEL_2
5784,NO,YES,GAME_1,LEVEL_4
5785,NO,YES,GAME_3,LEVEL_2
5786,NO,YES,GAME_1,LEVEL_4
5787,NO,YES,GAME_1,LEVEL_4
5788,NO,YES,GAME_3,LEVEL_2
5789,NO,YES,GAME_2,LEVEL_2
5790,NO,YES,GAME_4,LEVEL_3
5791,NO,YES,GAME_2,LEVEL_2
5792,NO,YES,GAME_1,LEVEL_4
5793,NO,YES,GAME_3,LEVEL_2
5794,NO,YES,GAME_3,LEVEL_2
5795,YES,YES,GAME_2,LEVEL_2
5796,NO,NO,GAME_1,LEVEL_4
5797,NO,NO,GAME_2,LEVEL_2
5798,NO,YES,GAME_1,LEVEL_4
5799,NO,YES,GAME_1,LEVEL_4
5800,YES,NO,GAME_2,LEVEL_2
5801,NO,YES,GAME_1,LEVEL_4
5802,YES,YES,GAME_2,LEVEL_2
5803,YES,YES,GAME_2,LEVEL_2
5804,NO,YES,GAME_1,LEVEL_4
5805,YES,YES,GAME_3,LEVEL_2
5806,NO,YES,GAME_1,LEVEL_4
5807,NO,YES,GAME_1,LEVEL_4
5808,NO,YES,GAME_3,LEVEL_2
5809,NO,YES,GAME_2,LEVEL_2
5810,NO,YES,GAME_1,LEVEL_4
5811,YES,YES,GAME_2,LEVEL_2
5812,NO,YES,GAME_1,LEVEL_4
5813,NO,YES,GAME_1,LEVEL_4
5814,NO,YES,GAME_2,LEVEL_2
5815,NO,YES,GAME_1,LEVEL_4
5816,NO,YES,GAME_1,LEVEL_4
5817,YES,YES,GAME_3,LEVEL_2
5818,NO,YES,GAME_1,LEVEL_4
5819,NO,YES,GAME_1,LEVEL_4
5820,NO,YES,GAME_2,LEVEL_2
5821,NO,YES,GAME_3,LEVEL_2
5822,NO,YES,GAME_1,LEVEL_4
5823,NO,YES,GAME_1,LEVEL_4
5824,YES,YES,GAME_1,LEVEL_2
5825,NO,YES,GAME_3,LEVEL_2
5826,NO,YES,GAME_1,LEVEL_4
5827,NO,YES,GAME_3,LEVEL_2
5828,NO,YES,GAME_3,LEVEL_2
5829,NO,YES,GAME_3,LEVEL_2
5830,NO,YES,GAME_1,LEVEL_4
5831,NO,YES,GAME_3,LEVEL_2
5832,NO,YES,GAME_2,LEVEL_2
5833,NO,YES,GAME_1,LEVEL_4
5834,NO,YES,GAME_1,LEVEL_4
5835,NO,YES,GAME_2,LEVEL_2
5836,NO,YES,GAME_2,LEVEL_2
5837,NO,YES,GAME_4,LEVEL_3
5838,NO,YES,GAME_3,LEVEL_2
5839,YES,YES,GAME_1,LEVEL_2
5840,NO,YES,GAME_2,LEVEL_2
5841,NO,YES,GAME_1,LEVEL_4
5842,NO,YES,GAME_2,LEVEL_2
5843,NO,YES,GAME_1,LEVEL_4
5844,NO,YES,GAME_3,LEVEL_2
5845,NO,YES,GAME_2,LEVEL_2
5846,NO,YES,GAME_2,LEVEL_2
5847,YES,YES,GAME_3,LEVEL_2
5848,NO,YES,GAME_3,LEVEL_2
5849,NO,YES,GAME_1,LEVEL_4
5850,NO,YES,GAME_3,LEVEL_2
5851,NO,YES,GAME_3,LEVEL_2
5852,NO,YES,GAME_3,LEVEL_2
5853,YES,YES,GAME_3,LEVEL_2
5854,NO,YES,GAME_2,LEVEL_2
5855,NO,YES,GAME_2,LEVEL_2
5856,NO,YES,GAME_3,LEVEL_2
5857,NO,YES,GAME_3,LEVEL_2
5858,NO,YES,GAME_1,LEVEL_4
5859,NO,YES,GAME_3,LEVEL_2
5860,NO,YES,GAME_1,LEVEL_4
5861,NO,YES,GAME_1,LEVEL_4
5862,NO,YES,GAME_4,LEVEL_3
5863,NO,YES,GAME_3,LEVEL_2
5864,NO,YES,GAME_1,LEVEL_4
5865,NO,YES,GAME_3,LEVEL_2
5866,NO,YES,GAME_2,LEVEL_2
5867,NO,YES,GAME_3,LEVEL_2
5868,NO,YES,GAME_3,LEVEL_2
5869,NO,YES,GAME_1,LEVEL_4
5870,NO,YES,GAME_3,LEVEL_2
5871,NO,YES,GAME_3,LEVEL_2
5872,NO,YES,GAME_3,LEVEL_2
5873,NO,YES,GAME_3,LEVEL_2
5874,NO,YES,GAME_3,LEVEL_2
5875,YES,YES,GAME_2,LEVEL_2
5876,NO,YES,GAME_3,LEVEL_2
5877,NO,YES,GAME_3,LEVEL_2
5878,NO,YES,GAME_2,LEVEL_2
5879,YES,YES,GAME_1,LEVEL_2
5880,YES,YES,GAME_3,LEVEL_2
5881,YES,YES,GAME_1,LEVEL_2
5882,YES,YES,GAME_2,LEVEL_2
5883,NO,YES,GAME_2,LEVEL_2
5884,NO,YES,GAME_3,LEVEL_2
5885,YES,YES,GAME_3,LEVEL_2
5886,NO,YES,GAME_3,LEVEL_2
5887,YES,YES,GAME_1,LEVEL_2
5888,NO,YES,GAME_3,LEVEL_2
5889,NO,YES,GAME_3,LEVEL_2
5890,NO,YES,GAME_1,LEVEL_4
5891,NO,YES,GAME_1,LEVEL_4
5892,NO,YES,GAME_1,LEVEL_4
5893,NO,YES,GAME_3,LEVEL_2
5894,YES,YES,GAME_4,LEVEL_2
5895,NO,YES,GAME_3,LEVEL_2
5896,NO,YES,GAME_1,LEVEL_4
5897,NO,YES,GAME_1,LEVEL_4
5898,NO,YES,GAME_2,LEVEL_2
5899,NO,YES,GAME_3,LEVEL_2
5900,NO,YES,GAME_1,LEVEL_4
5901,NO,YES,GAME_2,LEVEL_2
5902,NO,YES,GAME_3,LEVEL_2
5903,YES,YES,GAME_1,LEVEL_2
5904,YES,YES,GAME_1,LEVEL_2
5905,YES,YES,GAME_1,LEVEL_2
5906,YES,YES,GAME_2,LEVEL_2
5907,NO,YES,GAME_1,LEVEL_4
5908,NO,YES,GAME_2,LEVEL_2
5909,NO,YES,GAME_2,LEVEL_2
5910,NO,YES,GAME_1,LEVEL_4
5911,NO,YES,GAME_2,LEVEL_2
5912,NO,YES,GAME_1,LEVEL_4
5913,NO,YES,GAME_1,LEVEL_4
5914,NO,YES,GAME_1,LEVEL_4
5915,NO,YES,GAME_1,LEVEL_4
5916,NO,YES,GAME_1,LEVEL_4
5917,YES,YES,GAME_1,LEVEL_2
5918,NO,YES,GAME_2,LEVEL_2
5919,NO,YES,GAME_2,LEVEL_2
5920,YES,YES,GAME_1,LEVEL_2
5921,NO,YES,GAME_4,LEVEL_3
5922,NO,YES,GAME_2,LEVEL_2
5923,NO,NO,GAME_1,LEVEL_4
5924,YES,YES,GAME_2,LEVEL_2
5925,NO,YES,GAME_3,LEVEL_2
5926,NO,YES,GAME_1,LEVEL_4
5927,NO,YES,GAME_1,LEVEL_4
5928,NO,YES,GAME_2,LEVEL_2
5929,NO,YES,GAME_1,LEVEL_4
5930,NO,YES,GAME_3,LEVEL_2
5931,NO,YES,GAME_1,LEVEL_4
5932,NO,YES,GAME_1,LEVEL_4
5933,NO,YES,GAME_1,LEVEL_4
5934,NO,YES,GAME_3,LEVEL_2
5935,NO,YES,GAME_1,LEVEL_4
5936,NO,YES,GAME_2,LEVEL_2
5937,NO,YES,GAME_3,LEVEL_2
5938,NO,YES,GAME_3,LEVEL_2
5939,NO,YES,GAME_2,LEVEL_2
5940,NO,YES,GAME_3,LEVEL_2
5941,NO,YES,GAME_2,LEVEL_2
5942,NO,YES,GAME_3,LEVEL_2
5943,NO,YES,GAME_2,LEVEL_2
5944,NO,YES,GAME_4,LEVEL_3
5945,YES,NO,GAME_1,LEVEL_2
5946,NO,YES,GAME_1,LEVEL_4
5947,NO,YES,GAME_1,LEVEL_4
5948,NO,YES,GAME_1,LEVEL_4
5949,NO,YES,GAME_3,LEVEL_2
5950,NO,YES,GAME_3,LEVEL_2
5951,NO,YES,GAME_2,LEVEL_2
5952,NO,YES,GAME_3,LEVEL_2
5953,NO,YES,GAME_3,LEVEL_2
5954,NO,YES,GAME_3,LEVEL_2
5955,NO,YES,GAME_3,LEVEL_2
5956,NO,YES,GAME_3,LEVEL_2
5957,YES,YES,GAME_1,LEVEL_2
5958,NO,YES,GAME_3,LEVEL_2
5959,NO,YES,GAME_3,LEVEL_2
5960,NO,YES,GAME_3,LEVEL_2
5961,NO,YES,GAME_1,LEVEL_4
5962,NO,YES,GAME_2,LEVEL_2
5963,NO,YES,GAME_1,LEVEL_4
5964,NO,YES,GAME_1,LEVEL_4
5965,NO,YES,GAME_3,LEVEL_2
5966,NO,YES,GAME_3,LEVEL_2
5967,NO,YES,GAME_4,LEVEL_3
5968,NO,YES,GAME_1,LEVEL_4
5969,NO,YES,GAME_3,LEVEL_2
5970,NO,YES,GAME_1,LEVEL_4
5971,NO,YES,GAME_1,LEVEL_4
5972,NO,YES,GAME_2,LEVEL_2
5973,NO,YES,GAME_1,LEVEL_4
5974,YES,YES,GAME_3,LEVEL_2
5975,NO,YES,GAME_2,LEVEL_2
5976,NO,YES,GAME_1,LEVEL_4
5977,NO,NO,GAME_1,LEVEL_4
5978,NO,YES,GAME_1,LEVEL_4
5979,NO,YES,GAME_3,LEVEL_2
5980,NO,YES,GAME_1,LEVEL_4
5981,NO,YES,GAME_2,LEVEL_2
5982,NO,YES,GAME_3,LEVEL_2
5983,YES,YES,GAME_1,LEVEL_2
5984,NO,YES,GAME_1,LEVEL_4
5985,NO,YES,GAME_3,LEVEL_2
5986,NO,YES,GAME_1,LEVEL_4
5987,NO,YES,GAME_3,LEVEL_2
5988,NO,YES,GAME_3,LEVEL_2
5989,NO,YES,GAME_2,LEVEL_2
5990,NO,YES,GAME_1,LEVEL_4
5991,NO,YES,GAME_3,LEVEL_2
5992,NO,YES,GAME_2,LEVEL_2
5993,NO,YES,GAME_1,LEVEL_4
5994,NO,YES,GAME_1,LEVEL_4
5995,NO,YES,GAME_1,LEVEL_4
5996,NO,YES,GAME_3,LEVEL_2
5997,NO,YES,GAME_3,LEVEL_2
5998,NO,YES,GAME_1,LEVEL_4
5999,NO,YES,GAME_2,LEVEL_2
6000,NO,YES,GAME_1,LEVEL_4
6001,NO,YES,GAME_1,LEVEL_4
6002,NO,YES,GAME_3,LEVEL_2
6003,NO,YES,GAME_3,LEVEL_2
6004,NO,YES,GAME_2,LEVEL_2
6005,NO,YES,GAME_3,LEVEL_2
6006,NO,YES,GAME_4,LEVEL_3
6007,NO,YES,GAME_1,LEVEL_4
6008,NO,YES,GAME_1,LEVEL_4
6009,NO,YES,GAME_2,LEVEL_2
6010,NO,YES,GAME_1,LEVEL_4
6011,NO,YES,GAME_1,LEVEL_4
6012,NO,YES,GAME_1,LEVEL_4
6013,NO,YES,GAME_1,LEVEL_4
6014,NO,YES,GAME_2,LEVEL_2
6015,NO,YES,GAME_1,LEVEL_4
6016,NO,NO,GAME_1,LEVEL_4
6017,NO,YES,GAME_3,LEVEL_2
6018,NO,YES,GAME_4,LEVEL_3
6019,NO,YES,GAME_3,LEVEL_2
6020,NO,YES,GAME_1,LEVEL_4
6021,NO,YES,GAME_1,LEVEL_4
6022,NO,YES,GAME_1,LEVEL_4
6023,NO,YES,GAME_3,LEVEL_2
6024,NO,YES,GAME_2,LEVEL_2
6025,NO,YES,GAME_3,LEVEL_2
6026,NO,YES,GAME_1,LEVEL_4
6027,NO,YES,GAME_1,LEVEL_4
6028,NO,YES,GAME_1,LEVEL_4
6029,NO,YES,GAME_2,LEVEL_2
6030,NO,YES,GAME_1,LEVEL_4
6031,NO,YES,GAME_2,LEVEL_2
6032,NO,YES,GAME_2,LEVEL_2
6033,NO,YES,GAME_1,LEVEL_4
6034,NO,YES,GAME_3,LEVEL_2
6035,NO,YES,GAME_3,LEVEL_2
6036,NO,YES,GAME_1,LEVEL_4
6037,NO,YES,GAME_2,LEVEL_2
6038,NO,NO,GAME_1,LEVEL_4
6039,NO,NO,GAME_1,LEVEL_4
6040,NO,YES,GAME_1,LEVEL_4
6041,NO,YES,GAME_2,LEVEL_2
6042,NO,NO,GAME_1,LEVEL_4
6043,NO,YES,GAME_1,LEVEL_4
6044,NO,YES,GAME_1,LEVEL_4
6045,NO,YES,GAME_1,LEVEL_4
6046,NO,YES,GAME_1,LEVEL_4
6047,NO,YES,GAME_1,LEVEL_4
6048,NO,YES,GAME_2,LEVEL_2
6049,NO,YES,GAME_3,LEVEL_2
6050,NO,YES,GAME_1,LEVEL_4
6051,NO,YES,GAME_2,LEVEL_2
6052,NO,YES,GAME_2,LEVEL_2
6053,NO,YES,GAME_4,LEVEL_3
6054,NO,YES,GAME_1,LEVEL_4
6055,NO,NO,GAME_2,LEVEL_2
6056,NO,YES,GAME_1,LEVEL_4
6057,NO,YES,GAME_3,LEVEL_2
6058,NO,YES,GAME_1,LEVEL_4
6059,NO,YES,GAME_2,LEVEL_2
6060,NO,YES,GAME_1,LEVEL_4
6061,NO,YES,GAME_1,LEVEL_4
6062,NO,YES,GAME_1,LEVEL_4
6063,NO,YES,GAME_1,LEVEL_4
6064,NO,YES,GAME_4,LEVEL_3
6065,NO,YES,GAME_2,LEVEL_2
6066,NO,YES,GAME_2,LEVEL_2
6067,NO,NO,GAME_1,LEVEL_4
6068,NO,YES,GAME_2,LEVEL_2
6069,NO,YES,GAME_1,LEVEL_4
6070,NO,YES,GAME_1,LEVEL_4
6071,NO,YES,GAME_3,LEVEL_2
6072,NO,YES,GAME_1,LEVEL_4
6073,NO,YES,GAME_1,LEVEL_4
6074,NO,YES,GAME_1,LEVEL_4
6075,NO,YES,GAME_1,LEVEL_4
6076,NO,YES,GAME_2,LEVEL_2
6077,NO,YES,GAME_1,LEVEL_4
6078,NO,YES,GAME_1,LEVEL_4
6079,NO,YES,GAME_3,LEVEL_2
6080,NO,YES,GAME_1,LEVEL_4
6081,YES,YES,GAME_3,LEVEL_2
6082,NO,YES,GAME_1,LEVEL_4
6083,NO,YES,GAME_3,LEVEL_2
6084,NO,NO,GAME_2,LEVEL_2
6085,NO,YES,GAME_1,LEVEL_4
6086,NO,YES,GAME_1,LEVEL_4
6087,NO,YES,GAME_1,LEVEL_4
6088,NO,YES,GAME_4,LEVEL_3
6089,NO,YES,GAME_2,LEVEL_2
6090,YES,YES,GAME_1,LEVEL_2
6091,NO,YES,GAME_4,LEVEL_3
6092,NO,YES,GAME_3,LEVEL_2
6093,NO,YES,GAME_1,LEVEL_4
6094,NO,YES,GAME_2,LEVEL_2
6095,NO,YES,GAME_1,LEVEL_4
6096,YES,YES,GAME_3,LEVEL_2
6097,NO,YES,GAME_3,LEVEL_2
6098,NO,YES,GAME_4,LEVEL_3
6099,NO,YES,GAME_3,LEVEL_2
6100,NO,YES,GAME_4,LEVEL_3
6101,NO,YES,GAME_3,LEVEL_2
6102,NO,YES,GAME_2,LEVEL_2
6103,NO,YES,GAME_1,LEVEL_4
6104,NO,YES,GAME_4,LEVEL_3
6105,NO,YES,GAME_1,LEVEL_4
6106,NO,YES,GAME_3,LEVEL_2
6107,NO,NO,GAME_1,LEVEL_4
6108,NO,YES,GAME_1,LEVEL_4
6109,NO,YES,GAME_1,LEVEL_4
6110,NO,YES,GAME_4,LEVEL_3
6111,NO,YES,GAME_3,LEVEL_2
6112,NO,NO,GAME_2,LEVEL_2
6113,NO,YES,GAME_2,LEVEL_2
6114,NO,YES,GAME_1,LEVEL_4
6115,NO,YES,GAME_3,LEVEL_2
6116,NO,YES,GAME_1,LEVEL_4
6117,NO,YES,GAME_4,LEVEL_3
6118,NO,YES,GAME_1,LEVEL_4
6119,NO,YES,GAME_4,LEVEL_3
6120,NO,NO,GAME_1,LEVEL_4
6121,NO,YES,GAME_2,LEVEL_2
6122,NO,YES,GAME_3,LEVEL_2
6123,NO,YES,GAME_1,LEVEL_4
6124,NO,YES,GAME_1,LEVEL_4
6125,NO,YES,GAME_2,LEVEL_2
6126,NO,YES,GAME_1,LEVEL_4
6127,YES,YES,GAME_2,LEVEL_2
6128,NO,YES,GAME_1,LEVEL_4
6129,NO,YES,GAME_1,LEVEL_4
6130,NO,YES,GAME_1,LEVEL_4
6131,NO,YES,GAME_1,LEVEL_4
6132,NO,YES,GAME_2,LEVEL_2
6133,NO,YES,GAME_1,LEVEL_4
6134,NO,YES,GAME_2,LEVEL_2
6135,NO,YES,GAME_3,LEVEL_2
6136,NO,YES,GAME_1,LEVEL_4
6137,NO,YES,GAME_2,LEVEL_2
6138,NO,YES,GAME_1,LEVEL_4
6139,NO,YES,GAME_3,LEVEL_2
6140,NO,YES,GAME_1,LEVEL_4
6141,NO,YES,GAME_1,LEVEL_4
6142,NO,YES,GAME_1,LEVEL_4
6143,NO,YES,GAME_1,LEVEL_4
6144,NO,YES,GAME_3,LEVEL_2
6145,NO,YES,GAME_1,LEVEL_4
6146,NO,YES,GAME_1,LEVEL_4
6147,NO,YES,GAME_3,LEVEL_2
6148,NO,YES,GAME_1,LEVEL_4
6149,NO,YES,GAME_1,LEVEL_4
6150,NO,YES,GAME_1,LEVEL_4
6151,NO,YES,GAME_2,LEVEL_2
6152,NO,YES,GAME_1,LEVEL_4
6153,NO,YES,GAME_1,LEVEL_4
6154,NO,YES,GAME_1,LEVEL_4
6155,NO,YES,GAME_1,LEVEL_4
6156,NO,YES,GAME_1,LEVEL_4
6157,NO,YES,GAME_3,LEVEL_2
6158,YES,YES,GAME_1,LEVEL_2
6159,NO,YES,GAME_1,LEVEL_4
6160,NO,YES,GAME_1,LEVEL_4
6161,NO,YES,GAME_1,LEVEL_4
6162,YES,YES,GAME_3,LEVEL_2
6163,NO,YES,GAME_1,LEVEL_4
6164,YES,YES,GAME_4,LEVEL_2
6165,NO,YES,GAME_1,LEVEL_4
6166,NO,YES,GAME_1,LEVEL_4
6167,NO,YES,GAME_2,LEVEL_2
6168,NO,YES,GAME_1,LEVEL_4
6169,NO,YES,GAME_2,LEVEL_2
6170,NO,YES,GAME_1,LEVEL_4
6171,NO,YES,GAME_3,LEVEL_2
6172,NO,YES,GAME_4,LEVEL_3
6173,NO,YES,GAME_1,LEVEL_4
6174,NO,NO,GAME_4,LEVEL_2
6175,NO,YES,GAME_1,LEVEL_4
6176,NO,YES,GAME_3,LEVEL_2
6177,NO,YES,GAME_4,LEVEL_3
6178,NO,YES,GAME_4,LEVEL_3
6179,NO,YES,GAME_3,LEVEL_2
6180,NO,YES,GAME_3,LEVEL_2
6181,NO,YES,GAME_1,LEVEL_4
6182,NO,YES,GAME_4,LEVEL_3
6183,NO,YES,GAME_2,LEVEL_2
6184,NO,YES,GAME_1,LEVEL_4
6185,NO,YES,GAME_1,LEVEL_4
6186,NO,YES,GAME_3,LEVEL_2
6187,NO,YES,GAME_1,LEVEL_4
6188,NO,YES,GAME_1,LEVEL_4
6189,NO,YES,GAME_4,LEVEL_3
6190,NO,YES,GAME_1,LEVEL_4
6191,NO,YES,GAME_3,LEVEL_2
6192,NO,YES,GAME_3,LEVEL_2
6193,NO,YES,GAME_4,LEVEL_3
6194,YES,YES,GAME_2,LEVEL_2
