Person_ID,Aracade_Game,Adventure_Game,Game,Proficency 
2943,NO,YES,GAME_1,MISSING_VALUE
2944,NO,YES,GAME_3,MISSING_VALUE
2945,NO,YES,GAME_2,MISSING_VALUE
2946,NO,NO,GAME_3,MISSING_VALUE
2947,NO,NO,MISSING_VALUE,LEVEL_4
2948,NO,NO,GAME_1,MISSING_VALUE
2949,NO,YES,GAME_2,MISSING_VALUE
2950,NO,YES,GAME_2,MISSING_VALUE
2951,NO,YES,GAME_1,MISSING_VALUE
2952,NO,NO,GAME_3,MISSING_VALUE
2953,NO,NO,MISSING_VALUE,LEVEL_4
2954,NO,YES,GAME_1,MISSING_VALUE
2955,NO,NO,MISSING_VALUE,LEVEL_4
2956,NO,NO,MISSING_VALUE,LEVEL_4
2957,NO,NO,GAME_1,MISSING_VALUE
2958,NO,NO,GAME_1,MISSING_VALUE
2959,NO,NO,GAME_2,MISSING_VALUE
2960,NO,NO,GAME_1,MISSING_VALUE
2961,NO,YES,GAME_1,MISSING_VALUE
2962,NO,NO,MISSING_VALUE,LEVEL_4
2963,NO,YES,GAME_1,MISSING_VALUE
2964,NO,NO,MISSING_VALUE,MISSING_VALUE
2965,NO,NO,GAME_4,MISSING_VALUE
2966,NO,YES,GAME_1,MISSING_VALUE
2967,NO,YES,GAME_2,MISSING_VALUE
2968,YES,YES,GAME_1,MISSING_VALUE
2969,NO,NO,MISSING_VALUE,LEVEL_4
2970,NO,YES,GAME_2,MISSING_VALUE
2971,NO,YES,GAME_1,MISSING_VALUE
2972,NO,NO,MISSING_VALUE,MISSING_VALUE
2973,NO,NO,MISSING_VALUE,MISSING_VALUE
2974,NO,YES,GAME_2,MISSING_VALUE
2975,NO,YES,MISSING_VALUE,MISSING_VALUE
2976,NO,NO,GAME_1,MISSING_VALUE
2977,NO,YES,GAME_2,MISSING_VALUE
2978,NO,YES,GAME_1,MISSING_VALUE
2979,NO,NO,MISSING_VALUE,MISSING_VALUE
2980,NO,NO,GAME_4,MISSING_VALUE
2981,NO,NO,GAME_1,MISSING_VALUE
2982,NO,NO,MISSING_VALUE,MISSING_VALUE
2983,NO,NO,GAME_4,MISSING_VALUE
2984,NO,NO,GAME_1,MISSING_VALUE
2985,NO,NO,GAME_4,MISSING_VALUE
2986,NO,YES,GAME_1,MISSING_VALUE
2987,NO,NO,MISSING_VALUE,LEVEL_4
2988,NO,NO,MISSING_VALUE,MISSING_VALUE
2989,NO,NO,MISSING_VALUE,MISSING_VALUE
2990,NO,NO,MISSING_VALUE,MISSING_VALUE
2991,NO,YES,GAME_1,MISSING_VALUE
2992,YES,NO,GAME_1,MISSING_VALUE
2993,NO,NO,MISSING_VALUE,MISSING_VALUE
2994,NO,NO,MISSING_VALUE,LEVEL_4
2995,NO,NO,GAME_2,MISSING_VALUE
2996,NO,NO,GAME_1,MISSING_VALUE
2997,NO,NO,GAME_1,MISSING_VALUE
2998,NO,YES,GAME_3,MISSING_VALUE
2999,NO,YES,GAME_1,MISSING_VALUE
3000,NO,NO,GAME_1,MISSING_VALUE
3001,NO,YES,GAME_1,MISSING_VALUE
3002,NO,NO,MISSING_VALUE,MISSING_VALUE
3003,NO,NO,GAME_1,MISSING_VALUE
3004,NO,YES,GAME_1,MISSING_VALUE
3005,NO,NO,GAME_1,MISSING_VALUE
3006,NO,NO,GAME_2,MISSING_VALUE
3007,NO,YES,GAME_3,MISSING_VALUE
3008,NO,NO,GAME_3,MISSING_VALUE
3009,NO,NO,MISSING_VALUE,MISSING_VALUE
3010,NO,YES,GAME_1,MISSING_VALUE
3011,NO,NO,GAME_1,MISSING_VALUE
3012,NO,NO,GAME_3,MISSING_VALUE
3013,NO,NO,MISSING_VALUE,MISSING_VALUE
3014,NO,NO,MISSING_VALUE,LEVEL_4
3015,NO,NO,GAME_1,MISSING_VALUE
3016,NO,YES,GAME_2,MISSING_VALUE
3017,NO,NO,GAME_1,MISSING_VALUE
3018,NO,NO,GAME_1,MISSING_VALUE
3019,NO,NO,GAME_1,MISSING_VALUE
3020,NO,YES,GAME_2,MISSING_VALUE
3021,NO,YES,MISSING_VALUE,MISSING_VALUE
3022,NO,NO,MISSING_VALUE,LEVEL_4
3023,NO,NO,GAME_3,MISSING_VALUE
3024,NO,YES,GAME_2,MISSING_VALUE
3025,NO,NO,GAME_2,MISSING_VALUE
3026,NO,NO,MISSING_VALUE,MISSING_VALUE
3027,NO,YES,GAME_2,MISSING_VALUE
3028,NO,NO,GAME_1,MISSING_VALUE
3029,NO,NO,GAME_4,MISSING_VALUE
3030,NO,NO,GAME_1,MISSING_VALUE
3031,NO,YES,GAME_3,MISSING_VALUE
3032,NO,YES,GAME_2,MISSING_VALUE
3033,YES,NO,GAME_3,MISSING_VALUE
3034,NO,NO,GAME_2,MISSING_VALUE
3035,NO,NO,MISSING_VALUE,MISSING_VALUE
3036,NO,NO,GAME_1,MISSING_VALUE
3037,NO,NO,GAME_2,MISSING_VALUE
3038,NO,YES,GAME_2,MISSING_VALUE
3039,NO,NO,MISSING_VALUE,MISSING_VALUE
3040,NO,NO,GAME_1,MISSING_VALUE
3041,NO,NO,MISSING_VALUE,LEVEL_4
3042,NO,NO,GAME_1,MISSING_VALUE
3043,NO,YES,GAME_3,MISSING_VALUE
3044,NO,NO,GAME_1,MISSING_VALUE
3045,NO,NO,GAME_1,MISSING_VALUE
3046,NO,NO,GAME_2,MISSING_VALUE
3047,NO,NO,MISSING_VALUE,MISSING_VALUE
3048,NO,YES,GAME_1,MISSING_VALUE
3049,NO,NO,GAME_1,MISSING_VALUE
3050,YES,YES,GAME_3,MISSING_VALUE
3051,NO,NO,GAME_1,MISSING_VALUE
3052,NO,NO,GAME_1,MISSING_VALUE
3053,NO,YES,MISSING_VALUE,MISSING_VALUE
3054,NO,NO,GAME_2,MISSING_VALUE
3055,NO,YES,GAME_3,MISSING_VALUE
3056,YES,YES,GAME_1,MISSING_VALUE
3057,NO,YES,MISSING_VALUE,MISSING_VALUE
3058,NO,NO,GAME_1,MISSING_VALUE
3059,NO,NO,GAME_1,MISSING_VALUE
3060,NO,NO,MISSING_VALUE,LEVEL_4
3061,NO,NO,GAME_1,MISSING_VALUE
3062,NO,YES,MISSING_VALUE,MISSING_VALUE
3063,NO,NO,MISSING_VALUE,LEVEL_4
3064,NO,NO,MISSING_VALUE,MISSING_VALUE
3065,NO,NO,GAME_1,MISSING_VALUE
3066,NO,NO,MISSING_VALUE,MISSING_VALUE
3067,NO,YES,MISSING_VALUE,MISSING_VALUE
3068,NO,NO,MISSING_VALUE,LEVEL_4
3069,NO,NO,GAME_1,MISSING_VALUE
3070,YES,NO,GAME_2,MISSING_VALUE
3071,NO,YES,GAME_2,MISSING_VALUE
3072,NO,NO,GAME_1,MISSING_VALUE
3073,NO,YES,GAME_1,MISSING_VALUE
3074,NO,NO,MISSING_VALUE,MISSING_VALUE
3075,NO,YES,GAME_3,MISSING_VALUE
3076,NO,YES,GAME_1,MISSING_VALUE
3077,NO,NO,GAME_1,MISSING_VALUE
3078,NO,YES,GAME_2,MISSING_VALUE
3079,NO,YES,GAME_1,MISSING_VALUE
3080,NO,YES,GAME_1,MISSING_VALUE
3081,NO,YES,GAME_1,MISSING_VALUE
3082,NO,NO,MISSING_VALUE,LEVEL_4
3083,NO,NO,GAME_1,MISSING_VALUE
3084,NO,NO,GAME_1,MISSING_VALUE
3085,NO,YES,GAME_1,MISSING_VALUE
3086,NO,NO,MISSING_VALUE,LEVEL_4
3087,NO,YES,GAME_2,MISSING_VALUE
3088,NO,YES,GAME_1,MISSING_VALUE
3089,YES,NO,GAME_2,MISSING_VALUE
3090,NO,NO,MISSING_VALUE,LEVEL_4
3091,NO,NO,GAME_1,MISSING_VALUE
3092,NO,NO,GAME_1,MISSING_VALUE
3093,NO,NO,MISSING_VALUE,LEVEL_4
3094,NO,YES,GAME_1,MISSING_VALUE
3095,NO,NO,GAME_1,MISSING_VALUE
3096,NO,NO,MISSING_VALUE,LEVEL_4
3097,NO,NO,GAME_1,MISSING_VALUE
3098,NO,YES,GAME_3,MISSING_VALUE
3099,NO,YES,GAME_3,LEVEL_4
3100,NO,NO,MISSING_VALUE,MISSING_VALUE
3101,YES,YES,GAME_1,MISSING_VALUE
3102,NO,YES,MISSING_VALUE,MISSING_VALUE
3103,NO,YES,GAME_4,MISSING_VALUE
3104,NO,NO,GAME_3,MISSING_VALUE
3105,NO,NO,GAME_1,MISSING_VALUE
3106,NO,YES,GAME_1,MISSING_VALUE
3107,NO,NO,GAME_1,MISSING_VALUE
3108,NO,NO,MISSING_VALUE,MISSING_VALUE
3109,YES,YES,GAME_1,MISSING_VALUE
3110,NO,YES,GAME_1,MISSING_VALUE
3111,NO,YES,GAME_2,MISSING_VALUE
3112,NO,NO,GAME_1,MISSING_VALUE
3113,NO,NO,MISSING_VALUE,LEVEL_4
3114,NO,NO,GAME_1,MISSING_VALUE
3115,NO,NO,GAME_1,MISSING_VALUE
3116,YES,NO,GAME_4,MISSING_VALUE
3117,NO,NO,GAME_3,MISSING_VALUE
3118,NO,NO,GAME_1,MISSING_VALUE
3119,NO,YES,GAME_1,MISSING_VALUE
3120,NO,YES,GAME_1,MISSING_VALUE
3121,NO,NO,GAME_1,MISSING_VALUE
3122,NO,NO,GAME_1,MISSING_VALUE
3123,NO,NO,GAME_1,MISSING_VALUE
3124,NO,NO,GAME_1,MISSING_VALUE
3125,NO,YES,GAME_1,MISSING_VALUE
3126,NO,NO,GAME_1,MISSING_VALUE
3127,NO,NO,MISSING_VALUE,MISSING_VALUE
3128,NO,YES,GAME_1,MISSING_VALUE
3129,NO,YES,GAME_3,MISSING_VALUE
3130,NO,NO,GAME_1,MISSING_VALUE
3131,NO,YES,GAME_2,MISSING_VALUE
3132,NO,YES,GAME_4,MISSING_VALUE
3133,NO,YES,GAME_1,MISSING_VALUE
3134,NO,YES,GAME_1,MISSING_VALUE
3135,NO,NO,GAME_1,MISSING_VALUE
3136,NO,NO,GAME_4,MISSING_VALUE
3137,NO,NO,GAME_3,MISSING_VALUE
3138,NO,YES,GAME_1,MISSING_VALUE
3139,NO,NO,MISSING_VALUE,MISSING_VALUE
3140,NO,NO,MISSING_VALUE,LEVEL_4
3141,NO,YES,GAME_1,MISSING_VALUE
3142,NO,NO,GAME_1,MISSING_VALUE
3143,NO,YES,GAME_1,MISSING_VALUE
3144,NO,YES,GAME_3,MISSING_VALUE
3145,NO,YES,GAME_1,MISSING_VALUE
3146,NO,NO,MISSING_VALUE,MISSING_VALUE
3147,YES,YES,GAME_1,MISSING_VALUE
3148,NO,NO,MISSING_VALUE,LEVEL_4
3149,NO,NO,MISSING_VALUE,LEVEL_4
3150,NO,YES,MISSING_VALUE,LEVEL_4
3151,NO,YES,GAME_1,MISSING_VALUE
3152,NO,NO,GAME_1,MISSING_VALUE
3153,NO,NO,GAME_1,MISSING_VALUE
3154,NO,NO,GAME_2,MISSING_VALUE
3155,NO,YES,GAME_3,MISSING_VALUE
3156,NO,YES,MISSING_VALUE,MISSING_VALUE
3157,NO,NO,GAME_1,MISSING_VALUE
3158,NO,YES,GAME_1,MISSING_VALUE
3159,NO,YES,GAME_1,MISSING_VALUE
3160,NO,NO,MISSING_VALUE,MISSING_VALUE
3161,YES,YES,GAME_1,MISSING_VALUE
3162,NO,NO,GAME_1,MISSING_VALUE
3163,NO,NO,GAME_1,MISSING_VALUE
3164,YES,NO,GAME_2,MISSING_VALUE
3165,NO,YES,GAME_2,MISSING_VALUE
3166,NO,YES,GAME_2,MISSING_VALUE
3167,NO,NO,GAME_3,MISSING_VALUE
3168,NO,NO,MISSING_VALUE,LEVEL_4
3169,NO,NO,GAME_1,MISSING_VALUE
3170,NO,NO,MISSING_VALUE,MISSING_VALUE
3171,NO,YES,GAME_1,MISSING_VALUE
3172,NO,NO,MISSING_VALUE,MISSING_VALUE
3173,NO,NO,GAME_1,MISSING_VALUE
3174,NO,NO,GAME_1,MISSING_VALUE
3175,NO,NO,GAME_1,MISSING_VALUE
3176,NO,NO,MISSING_VALUE,LEVEL_4
3177,NO,YES,GAME_1,MISSING_VALUE
3178,NO,NO,GAME_1,MISSING_VALUE
3179,NO,YES,GAME_1,MISSING_VALUE
3180,NO,NO,MISSING_VALUE,MISSING_VALUE
3181,NO,NO,MISSING_VALUE,MISSING_VALUE
3182,NO,YES,GAME_1,MISSING_VALUE
3183,NO,NO,MISSING_VALUE,LEVEL_4
3184,NO,NO,MISSING_VALUE,MISSING_VALUE
3185,NO,YES,GAME_1,MISSING_VALUE
3186,NO,YES,GAME_2,MISSING_VALUE
3187,NO,NO,GAME_3,MISSING_VALUE
3188,NO,NO,GAME_1,MISSING_VALUE
3189,NO,NO,MISSING_VALUE,LEVEL_4
3190,NO,NO,MISSING_VALUE,LEVEL_4
3191,NO,YES,MISSING_VALUE,MISSING_VALUE
3192,NO,NO,GAME_1,MISSING_VALUE
3193,NO,NO,GAME_1,MISSING_VALUE
3194,NO,NO,GAME_3,MISSING_VALUE
3195,YES,YES,GAME_4,MISSING_VALUE
3196,NO,NO,GAME_3,MISSING_VALUE
3197,NO,NO,GAME_1,MISSING_VALUE
3198,YES,NO,GAME_3,MISSING_VALUE
3199,NO,NO,MISSING_VALUE,LEVEL_4
3200,NO,YES,GAME_1,MISSING_VALUE
3201,NO,NO,MISSING_VALUE,LEVEL_4
3202,NO,YES,MISSING_VALUE,MISSING_VALUE
3203,NO,NO,MISSING_VALUE,LEVEL_4
3204,NO,NO,MISSING_VALUE,MISSING_VALUE
3205,NO,NO,MISSING_VALUE,LEVEL_4
3206,NO,NO,MISSING_VALUE,LEVEL_4
3207,NO,YES,GAME_1,MISSING_VALUE
3208,YES,NO,GAME_3,MISSING_VALUE
3209,NO,NO,MISSING_VALUE,MISSING_VALUE
3210,NO,YES,GAME_4,MISSING_VALUE
3211,NO,NO,GAME_1,MISSING_VALUE
3212,NO,YES,GAME_3,MISSING_VALUE
3213,NO,YES,GAME_1,MISSING_VALUE
3214,NO,NO,GAME_1,MISSING_VALUE
3215,NO,YES,GAME_3,MISSING_VALUE
3216,NO,YES,MISSING_VALUE,MISSING_VALUE
3217,YES,YES,GAME_3,MISSING_VALUE
3218,YES,NO,GAME_1,MISSING_VALUE
3219,NO,NO,GAME_1,MISSING_VALUE
3220,NO,NO,GAME_2,MISSING_VALUE
3221,NO,NO,MISSING_VALUE,MISSING_VALUE
3222,NO,NO,MISSING_VALUE,MISSING_VALUE
3223,NO,YES,GAME_3,MISSING_VALUE
3224,NO,YES,GAME_2,MISSING_VALUE
3225,NO,YES,GAME_1,MISSING_VALUE
3226,NO,YES,GAME_1,MISSING_VALUE
3227,NO,NO,MISSING_VALUE,MISSING_VALUE
3228,NO,YES,GAME_3,MISSING_VALUE
3229,NO,NO,GAME_4,MISSING_VALUE
3230,NO,YES,GAME_1,MISSING_VALUE
3231,NO,YES,GAME_1,LEVEL_4
3232,NO,NO,GAME_4,MISSING_VALUE
3233,NO,YES,GAME_1,MISSING_VALUE
3234,NO,YES,GAME_1,MISSING_VALUE
3235,NO,NO,GAME_4,MISSING_VALUE
3236,NO,YES,GAME_1,MISSING_VALUE
3237,YES,NO,MISSING_VALUE,MISSING_VALUE
3238,NO,NO,GAME_1,MISSING_VALUE
3239,NO,YES,GAME_4,MISSING_VALUE
3240,NO,NO,MISSING_VALUE,LEVEL_4
3241,NO,YES,GAME_3,MISSING_VALUE
3242,NO,YES,GAME_1,MISSING_VALUE
3243,NO,YES,MISSING_VALUE,LEVEL_4
3244,NO,NO,MISSING_VALUE,MISSING_VALUE
3245,NO,NO,GAME_1,MISSING_VALUE
3246,NO,NO,GAME_1,MISSING_VALUE
3247,NO,YES,GAME_4,MISSING_VALUE
3248,YES,YES,GAME_3,MISSING_VALUE
3249,NO,YES,GAME_3,MISSING_VALUE
3250,NO,YES,GAME_2,LEVEL_4
3251,NO,NO,GAME_2,MISSING_VALUE
3252,NO,NO,GAME_1,MISSING_VALUE
3253,NO,NO,GAME_3,MISSING_VALUE
3254,NO,NO,MISSING_VALUE,LEVEL_4
3255,NO,YES,GAME_3,MISSING_VALUE
3256,YES,NO,GAME_1,MISSING_VALUE
3257,NO,YES,GAME_1,MISSING_VALUE
3258,NO,YES,GAME_2,MISSING_VALUE
3259,NO,YES,GAME_3,MISSING_VALUE
3260,NO,NO,MISSING_VALUE,MISSING_VALUE
3261,NO,YES,MISSING_VALUE,MISSING_VALUE
3262,NO,NO,GAME_1,MISSING_VALUE
3263,NO,YES,GAME_3,MISSING_VALUE
3264,NO,NO,MISSING_VALUE,MISSING_VALUE
3265,NO,YES,MISSING_VALUE,MISSING_VALUE
3266,NO,YES,GAME_2,MISSING_VALUE
3267,NO,YES,MISSING_VALUE,LEVEL_4
3268,NO,YES,GAME_2,MISSING_VALUE
3269,NO,NO,MISSING_VALUE,MISSING_VALUE
3270,NO,YES,GAME_1,MISSING_VALUE
3271,NO,NO,MISSING_VALUE,LEVEL_4
3272,NO,YES,GAME_1,MISSING_VALUE
3273,NO,NO,MISSING_VALUE,LEVEL_4
3274,NO,YES,GAME_1,MISSING_VALUE
3275,NO,YES,MISSING_VALUE,MISSING_VALUE
3276,NO,NO,GAME_1,MISSING_VALUE
3277,NO,NO,GAME_3,MISSING_VALUE
3278,NO,NO,GAME_1,MISSING_VALUE
3279,NO,YES,GAME_3,MISSING_VALUE
3280,NO,YES,GAME_1,MISSING_VALUE
3281,NO,YES,GAME_2,MISSING_VALUE
3282,NO,NO,MISSING_VALUE,MISSING_VALUE
3283,NO,YES,GAME_2,MISSING_VALUE
3284,NO,NO,MISSING_VALUE,MISSING_VALUE
3285,NO,NO,GAME_2,MISSING_VALUE
3286,NO,YES,GAME_2,MISSING_VALUE
3287,NO,NO,MISSING_VALUE,LEVEL_4
3288,NO,NO,GAME_1,MISSING_VALUE
3289,NO,YES,GAME_1,MISSING_VALUE
3290,NO,NO,GAME_3,MISSING_VALUE
3291,NO,YES,MISSING_VALUE,LEVEL_4
3292,NO,NO,GAME_2,MISSING_VALUE
3293,NO,NO,GAME_1,MISSING_VALUE
3294,NO,NO,GAME_1,MISSING_VALUE
3295,NO,YES,GAME_3,MISSING_VALUE
3296,NO,NO,GAME_1,MISSING_VALUE
3297,NO,NO,MISSING_VALUE,LEVEL_4
3298,NO,NO,MISSING_VALUE,LEVEL_4
3299,NO,YES,MISSING_VALUE,MISSING_VALUE
3300,NO,NO,MISSING_VALUE,MISSING_VALUE
3301,NO,NO,GAME_4,MISSING_VALUE
3302,NO,NO,GAME_4,MISSING_VALUE
3303,NO,NO,GAME_1,MISSING_VALUE
3304,NO,NO,MISSING_VALUE,LEVEL_4
3305,NO,NO,GAME_2,MISSING_VALUE
3306,NO,NO,MISSING_VALUE,MISSING_VALUE
3307,NO,YES,GAME_1,MISSING_VALUE
3308,NO,NO,MISSING_VALUE,MISSING_VALUE
3309,NO,NO,MISSING_VALUE,MISSING_VALUE
3310,NO,YES,MISSING_VALUE,MISSING_VALUE
3311,NO,YES,GAME_1,MISSING_VALUE
3312,NO,YES,GAME_1,MISSING_VALUE
3313,NO,NO,MISSING_VALUE,LEVEL_4
3314,NO,NO,MISSING_VALUE,LEVEL_4
3315,NO,NO,GAME_3,MISSING_VALUE
3316,NO,NO,GAME_1,MISSING_VALUE
3317,NO,NO,GAME_1,MISSING_VALUE
3318,YES,YES,GAME_1,MISSING_VALUE
3319,NO,YES,GAME_1,MISSING_VALUE
3320,NO,YES,MISSING_VALUE,MISSING_VALUE
3321,NO,YES,GAME_1,MISSING_VALUE
3322,NO,NO,MISSING_VALUE,MISSING_VALUE
3323,NO,NO,MISSING_VALUE,LEVEL_4
3324,NO,YES,GAME_2,MISSING_VALUE
3325,NO,NO,GAME_1,MISSING_VALUE
3326,NO,YES,GAME_1,MISSING_VALUE
3327,NO,NO,MISSING_VALUE,LEVEL_4
3328,NO,YES,GAME_2,MISSING_VALUE
3329,NO,NO,GAME_1,MISSING_VALUE
3330,NO,YES,GAME_4,MISSING_VALUE
3331,YES,YES,GAME_1,MISSING_VALUE
3332,NO,YES,MISSING_VALUE,LEVEL_4
3333,NO,YES,GAME_3,MISSING_VALUE
3334,NO,YES,GAME_3,MISSING_VALUE
3335,NO,NO,MISSING_VALUE,LEVEL_4
3336,NO,NO,MISSING_VALUE,LEVEL_4
3337,NO,NO,MISSING_VALUE,MISSING_VALUE
3338,NO,YES,GAME_2,MISSING_VALUE
3339,NO,YES,GAME_1,MISSING_VALUE
3340,NO,NO,GAME_4,MISSING_VALUE
3341,NO,NO,GAME_1,MISSING_VALUE
3342,NO,YES,GAME_1,MISSING_VALUE
3343,NO,NO,GAME_1,MISSING_VALUE
3344,NO,NO,GAME_1,MISSING_VALUE
3345,NO,NO,MISSING_VALUE,LEVEL_4
3346,NO,YES,GAME_1,MISSING_VALUE
3347,NO,NO,GAME_1,MISSING_VALUE
3348,NO,NO,GAME_1,MISSING_VALUE
3349,NO,YES,GAME_2,MISSING_VALUE
3350,NO,YES,GAME_2,MISSING_VALUE
3351,NO,YES,GAME_1,MISSING_VALUE
3352,NO,YES,MISSING_VALUE,MISSING_VALUE
3353,NO,YES,GAME_1,MISSING_VALUE
3354,YES,NO,GAME_1,MISSING_VALUE
3355,NO,YES,GAME_1,MISSING_VALUE
3356,YES,YES,GAME_3,MISSING_VALUE
3357,NO,YES,GAME_2,MISSING_VALUE
3358,NO,YES,GAME_1,MISSING_VALUE
3359,NO,YES,GAME_2,MISSING_VALUE
3360,YES,NO,GAME_1,MISSING_VALUE
3361,NO,NO,GAME_1,MISSING_VALUE
3362,NO,YES,GAME_1,MISSING_VALUE
3363,NO,NO,GAME_1,MISSING_VALUE
3364,NO,NO,GAME_1,MISSING_VALUE
3365,NO,YES,GAME_3,MISSING_VALUE
3366,NO,NO,GAME_2,MISSING_VALUE
3367,NO,YES,GAME_3,MISSING_VALUE
3368,NO,YES,GAME_4,MISSING_VALUE
3369,NO,YES,GAME_1,MISSING_VALUE
3370,YES,NO,GAME_1,MISSING_VALUE
3371,YES,NO,GAME_2,MISSING_VALUE
3372,NO,YES,GAME_2,MISSING_VALUE
3373,YES,YES,GAME_2,MISSING_VALUE
3374,NO,NO,GAME_3,MISSING_VALUE
3375,NO,NO,GAME_1,MISSING_VALUE
3376,NO,YES,GAME_3,MISSING_VALUE
3377,YES,YES,GAME_1,MISSING_VALUE
3378,NO,YES,MISSING_VALUE,MISSING_VALUE
3379,NO,NO,GAME_1,MISSING_VALUE
3380,NO,NO,GAME_1,MISSING_VALUE
3381,NO,YES,MISSING_VALUE,MISSING_VALUE
3382,NO,NO,GAME_1,MISSING_VALUE
3383,NO,NO,GAME_1,MISSING_VALUE
3384,NO,NO,GAME_1,MISSING_VALUE
3385,NO,NO,MISSING_VALUE,MISSING_VALUE
3386,YES,YES,GAME_3,MISSING_VALUE
3387,NO,YES,GAME_1,MISSING_VALUE
3388,NO,NO,MISSING_VALUE,MISSING_VALUE
3389,NO,NO,MISSING_VALUE,LEVEL_4
3390,NO,YES,GAME_1,MISSING_VALUE
3391,NO,NO,GAME_1,MISSING_VALUE
3392,NO,YES,MISSING_VALUE,MISSING_VALUE
3393,YES,NO,GAME_2,MISSING_VALUE
3394,NO,NO,MISSING_VALUE,MISSING_VALUE
3395,NO,YES,GAME_1,MISSING_VALUE
3396,NO,YES,GAME_1,MISSING_VALUE
3397,NO,NO,MISSING_VALUE,LEVEL_4
3398,NO,NO,GAME_1,MISSING_VALUE
3399,NO,YES,GAME_3,MISSING_VALUE
3400,NO,YES,GAME_3,MISSING_VALUE
3401,YES,YES,GAME_1,MISSING_VALUE
3402,NO,YES,GAME_1,MISSING_VALUE
3403,NO,NO,MISSING_VALUE,LEVEL_4
3404,NO,YES,MISSING_VALUE,MISSING_VALUE
3405,NO,YES,GAME_1,MISSING_VALUE
3406,NO,YES,GAME_4,MISSING_VALUE
3407,NO,YES,GAME_1,MISSING_VALUE
3408,YES,NO,GAME_2,MISSING_VALUE
3409,YES,YES,GAME_1,MISSING_VALUE
3410,YES,YES,MISSING_VALUE,MISSING_VALUE
3411,NO,NO,MISSING_VALUE,MISSING_VALUE
3412,NO,NO,GAME_3,MISSING_VALUE
3413,NO,NO,GAME_1,MISSING_VALUE
3414,NO,YES,MISSING_VALUE,MISSING_VALUE
3415,NO,NO,GAME_1,MISSING_VALUE
3416,YES,YES,GAME_1,MISSING_VALUE
3417,NO,NO,MISSING_VALUE,LEVEL_4
3418,NO,YES,GAME_1,MISSING_VALUE
3419,NO,NO,GAME_2,MISSING_VALUE
3420,NO,YES,GAME_3,MISSING_VALUE
3421,NO,YES,GAME_1,MISSING_VALUE
3422,YES,YES,MISSING_VALUE,MISSING_VALUE
3423,NO,YES,GAME_4,MISSING_VALUE
3424,NO,YES,GAME_1,MISSING_VALUE
3425,NO,YES,MISSING_VALUE,LEVEL_4
3426,NO,NO,GAME_1,MISSING_VALUE
3427,YES,YES,GAME_2,MISSING_VALUE
3428,NO,YES,GAME_3,MISSING_VALUE
3429,NO,NO,GAME_3,MISSING_VALUE
3430,NO,YES,GAME_1,MISSING_VALUE
3431,NO,YES,GAME_1,MISSING_VALUE
3432,NO,YES,GAME_1,MISSING_VALUE
3433,NO,NO,GAME_1,MISSING_VALUE
3434,NO,YES,GAME_1,MISSING_VALUE
3435,NO,NO,GAME_1,MISSING_VALUE
3436,NO,YES,GAME_1,MISSING_VALUE
3437,NO,YES,GAME_1,LEVEL_4
3438,NO,YES,GAME_1,MISSING_VALUE
3439,NO,NO,GAME_1,MISSING_VALUE
3440,NO,YES,GAME_1,MISSING_VALUE
3441,NO,YES,MISSING_VALUE,LEVEL_4
3442,NO,NO,MISSING_VALUE,LEVEL_4
3443,NO,NO,MISSING_VALUE,LEVEL_4
3444,NO,NO,GAME_1,MISSING_VALUE
3445,NO,NO,GAME_3,MISSING_VALUE
3446,NO,YES,GAME_1,MISSING_VALUE
3447,NO,NO,MISSING_VALUE,LEVEL_4
3448,NO,YES,MISSING_VALUE,MISSING_VALUE
3449,YES,YES,GAME_1,MISSING_VALUE
3450,NO,NO,GAME_1,MISSING_VALUE
3451,YES,NO,MISSING_VALUE,MISSING_VALUE
3452,NO,YES,GAME_1,MISSING_VALUE
3453,NO,NO,MISSING_VALUE,LEVEL_4
3454,NO,NO,MISSING_VALUE,MISSING_VALUE
3455,NO,YES,GAME_1,MISSING_VALUE
3456,NO,NO,MISSING_VALUE,LEVEL_4
3457,NO,NO,MISSING_VALUE,LEVEL_4
3458,NO,NO,MISSING_VALUE,MISSING_VALUE
3459,NO,NO,MISSING_VALUE,LEVEL_4
3460,NO,NO,MISSING_VALUE,LEVEL_4
3461,NO,NO,GAME_1,MISSING_VALUE
3462,NO,YES,GAME_4,MISSING_VALUE
3463,NO,YES,MISSING_VALUE,MISSING_VALUE
3464,NO,YES,MISSING_VALUE,LEVEL_4
3465,YES,NO,GAME_1,MISSING_VALUE
3466,NO,NO,MISSING_VALUE,LEVEL_4
3467,NO,YES,GAME_1,MISSING_VALUE
3468,NO,NO,MISSING_VALUE,LEVEL_4
3469,NO,NO,GAME_4,MISSING_VALUE
3470,NO,NO,GAME_1,MISSING_VALUE
3471,YES,NO,GAME_4,MISSING_VALUE
3472,NO,NO,MISSING_VALUE,MISSING_VALUE
3473,NO,NO,MISSING_VALUE,MISSING_VALUE
3474,NO,NO,MISSING_VALUE,LEVEL_4
3475,NO,YES,MISSING_VALUE,LEVEL_4
3476,NO,NO,GAME_3,MISSING_VALUE
3477,NO,NO,MISSING_VALUE,LEVEL_4
3478,NO,NO,MISSING_VALUE,LEVEL_4
3479,NO,NO,GAME_1,MISSING_VALUE
3480,NO,NO,MISSING_VALUE,LEVEL_4
3481,NO,YES,GAME_1,MISSING_VALUE
